id	title	name_src	variants	type	aat_type	ccodes	geowkt
0	Irrawaddy Delta	ne_rivers		river_rank1	rivers	MM	MULTILINESTRING((95.606640625 16.8578555359316,95.618896484375 16.8399111999941,95.666796875 16.8162295593691,95.6693359375 16.8012149109316,95.65634765625 16.7571475281191,95.66328125 16.7373721374941,95.6830078125 16.7252871765566,95.75830078125 16.7177188171816,95.785546875 16.6382022156191,95.80859375 16.6351992859316,95.859375 16.6623721374941,95.86630859375 16.6404483093691,95.884033203125 16.6253604187441,95.889892578125 16.6138858093691,95.883056640625 16.5350283874941,95.834716796875 16.4971865906191,95.8392578125 16.4803408874941,95.86875 16.4596621765566,95.8775390625 16.4205996765566,95.951416015625 16.4016299499941,95.98330078125 16.4022158874941,96.006591796875 16.3873233093691),(95.45107421875 17.8205020203066,95.42763671875 17.8446719421816,95.38779296875 17.8244082703066,95.3052734375 17.7499453796816,95.2724609375 17.7553164734316,95.25546875 17.7481631531191,95.197265625 17.6765322937441,95.20947265625 17.6637637390566,95.2109375 17.6316592468691,95.197265625 17.6348819031191,95.1607421875 17.6094424499941,95.15625 17.5970401062441,95.169921875 17.5534121765566,95.16650390625 17.5424258484316,95.123779296875 17.5099551453066,95.10908203125 17.4883975281191,95.115234375 17.4636416687441,95.0982421875 17.4679629578066,95.08544921875 17.4598330749941,95.06748046875 17.4295108093691,95.092041015625 17.4297549499941,95.07509765625 17.3804385437441,95.023193359375 17.3408389343691,95 17.3336123718691,94.99912109375 17.3537783874941,94.9810546875 17.3585147156191,94.944580078125 17.3431338562441,94.93017578125 17.2786319031191,94.95703125 17.2286319031191,94.93701171875 17.2191836609316,94.903564453125 17.1619326843691,94.87568359375 17.1483096374941,94.859375 17.0953311218691,94.8203125 17.0697695984316,94.841552734375 17.0384463562441,94.826416015625 17.0260684265566,94.787841796875 17.0278506531191,94.77646484375 17.0029971374941,94.7412109375 16.9706485046816,94.745361328125 16.9422549499941,94.7365234375 16.8418643249941,94.724853515625 16.7852236999941,94.745361328125 16.7203311218691,94.724853515625 16.6926944031191,94.73232421875 16.6480166687441,94.702392578125 16.6076113953066,94.6927734375 16.5571963562441,94.677001953125 16.5320010437441),(95.45029296875 17.7913272156191,95.46640625 17.8012881531191,95.492578125 17.8438174499941,95.486083984375 17.8938174499941,95.492578125 17.9092471374941,95.55751953125 17.9291445984316,95.573974609375 17.9211611999941,95.58740234375 17.8950869812441,95.60244140625 17.9024600281191,95.609619140625 17.8853213562441,95.604296875 17.8147158874941,95.64443359375 17.7344912781191,95.686279296875 17.7186221374941,95.68115234375 17.6975283874941,95.6666015625 17.6954287781191,95.66328125 17.6864688171816,95.7271484375 17.5985781921816,95.724853515625 17.5319278015566,95.7783203125 17.5000674499941,95.786865234375 17.4804141296816,95.777734375 17.4525088562441,95.7982421875 17.4463565124941,95.807373046875 17.4158389343691,95.821533203125 17.4003360046816,95.80869140625 17.3933291687441,95.83984375 17.3515811218691,95.855224609375 17.2798526062441,95.883056640625 17.2439151062441,95.90771484375 17.2279727234316,95.9142578125 17.2007022156191,95.95751953125 17.1575381531191,95.938232421875 17.1072940124941,95.949462890625 17.0468203796816,95.97236328125 17.0247744812441,96.05029296875 16.9806582703066,96.08408203125 16.9158389343691,96.12900390625 16.7766787781191,96.171142578125 16.7715518249941),(95.465234375 17.7069033874941,95.418701171875 17.7072940124941,95.3859375 17.7216250671816,95.375244140625 17.6969668640566,95.369140625 17.6348819031191,95.3525390625 17.6286807312441,95.32861328125 17.6439883484316,95.31396484375 17.6348819031191,95.3080078125 17.6184268249941,95.3349609375 17.5802676453066,95.32509765625 17.5529971374941,95.27529296875 17.5159365906191,95.26611328125 17.4983584656191,95.276953125 17.4844424499941,95.341796875 17.4573916687441,95.3251953125 17.4302432312441,95.30712890625 17.4295108093691,95.30244140625 17.4157901062441,95.33291015625 17.3526065124941,95.317138671875 17.3345889343691,95.26943359375 17.3332705749941,95.26083984375 17.3386416687441,95.26162109375 17.3503604187441,95.28134765625 17.3706240906191,95.265380859375 17.3939151062441,95.2431640625 17.3587588562441,95.23876953125 17.3295352234316,95.27978515625 17.2991397156191,95.228125 17.3140322937441,95.2146484375 17.3093936218691,95.2134765625 17.2960879578066,95.251708984375 17.2513369812441,95.24619140625 17.2081240906191,95.26552734375 17.1955752624941,95.24560546875 17.1631045593691,95.21572265625 17.1514346374941,95.1958984375 17.1272158874941,95.1908203125 17.0936953796816,95.21142578125 17.0490176453066,95.2056640625 17.0166690124941,95.19140625 16.9812686218691,95.15625 16.9292178406191,95.17578125 16.9060244812441,95.18359375 16.8779971374941,95.2123046875 16.8644473328066,95.23193359375 16.8261904968691,95.21767578125 16.8131045593691,95.197265625 16.7578799499941,95.191015625 16.7063662781191,95.157470703125 16.7066592468691,95.158935546875 16.6612002624941,95.1220703125 16.6207217468691,95.13232421875 16.5956485046816,95.1298828125 16.5784854187441,95.11572265625 16.5686221374941,95.03759765625 16.5613467468691,95.0400390625 16.5381533874941,94.992578125 16.4948184265566,94.94521484375 16.3297061218691,94.87568359375 16.2713076843691,94.8466796875 16.2284610046816,94.8197265625 16.2174014343691,94.7978515625 16.1863467468691,94.793701171875 16.1620547546816),(95.47900390625 16.8056826843691,95.480712890625 16.7498721374941,95.46533203125 16.7305850281191,95.43984375 16.7220401062441,95.43740234375 16.6828067078066,95.4169921875 16.6790713562441,95.4126953125 16.5891299499941,95.3896484375 16.5040225281191,95.369140625 16.5183291687441,95.3833984375 16.4852236999941,95.3759765625 16.4528262390566,95.3486328125 16.4016299499941,95.3212890625 16.3910586609316,95.2822265625 16.3035830749941,95.27158203125 16.1690127624941,95.2046875 16.0889346374941,95.184814453125 16.0447451843691,95.142333984375 16.0375430359316,95.13251953125 16.0248477234316))
1	Yangtze	ne_rivers		river_rank1	rivers	CN	MULTILINESTRING((116.197509765625 29.7514102234316,116.20751953125 29.7794863953066),(113.12763671875 29.4627627624941,113.14541015625 29.4719912781191,113.18603515625 29.5316836609316,113.41552734375 29.7644717468691,113.44599609375 29.7800479187441,113.51923828125 29.8416201843691,113.60703125 29.8902041687441,113.65029296875 29.9293887390566,113.6642578125 29.9546084656191,113.687744140625 29.9634463562441,113.70673828125 29.9289004578066,113.7486328125 29.9199893249941,113.7923828125 29.9334170593691,113.92333984375 30.0335635437441,114.062255859375 30.0889346374941,114.06982421875 30.1033389343691,114.06435546875 30.1243838562441,114.01513671875 30.1548526062441,113.9833984375 30.1851748718691,113.94013671875 30.2032412781191,113.8744140625 30.1848330749941,113.858154296875 30.1958194031191,113.8576171875 30.2310733093691,113.885498046875 30.2652041687441,113.9271484375 30.2885195984316,113.968017578125 30.2913760437441,114.0185546875 30.2404971374941,114.0390625 30.2296084656191,114.053955078125 30.2401797546816,114.106640625 30.3523135437441,114.24169921875 30.4974307312441,114.30322265625 30.5930361999941),(117.32666015625 30.6947695984316,117.276953125 30.6733584656191,117.23427734375 30.6749209656191,117.219921875 30.6671084656191,117.22802734375 30.6117617859316,117.2240234375 30.5862002624941,117.2328125 30.5551211609316,117.2095703125 30.5140322937441,117.18310546875 30.4993838562441,117.150634765625 30.4942569031191,117.00751953125 30.4837100281191,116.9361328125 30.4358584656191,116.89267578125 30.4232852234316,116.88828125 30.4026065124941,116.91396484375 30.3585879578066,116.92001953125 30.3245303406191,116.896875 30.2442080749941,116.822265625 30.1154238953066,116.79052734375 30.0908877624941,116.716064453125 30.0597598328066,116.636474609375 30.0433291687441,116.5751953125 29.9907901062441,116.512939453125 29.8941104187441,116.466552734375 29.8803164734316,116.38916015625 29.8759951843691,116.265234375 29.7888858093691,116.2359375 29.7812686218691,116.11025390625 29.7864444031191,115.998779296875 29.7440127624941,115.888671875 29.7317569031191,115.855712890625 29.7384707703066,115.743359375 29.8087832703066,115.7181640625 29.8540713562441,115.704833984375 29.8607119812441,115.534912109375 29.8545596374941,115.5064453125 29.8576113953066,115.4375 29.8853701843691,115.38671875 29.9696719421816,115.33046875 30.0181826843691,115.275390625 30.1209658874941,115.18994140625 30.2087588562441,115.16455078125 30.2210635437441,115.10693359375 30.2195498718691,115.072021484375 30.2360293640566,115.06142578125 30.2704531921816,115.07275390625 30.3411319031191,115.052978515625 30.3690127624941,114.98740234375 30.4074160828066,114.8607421875 30.4188906921816,114.829296875 30.4411074890566,114.810791015625 30.4931826843691,114.80849609375 30.5263125671816,114.8515625 30.5769229187441,114.85537109375 30.5911319031191,114.8447265625 30.6056582703066,114.8060546875 30.6162783874941,114.7314453125 30.6094424499941,114.67685546875 30.5862979187441,114.600830078125 30.5742861999941,114.566015625 30.5933291687441,114.50234375 30.6731631531191,114.45751953125 30.6907412781191,114.4291015625 30.6903018249941,114.3759765625 30.6726748718691,114.35400390625 30.6565127624941,114.29638671875 30.5868594421816),(119.60634765625 32.1968936218691,119.57236328125 32.1917666687441,119.53037109375 32.2317080749941,119.50478515625 32.2395205749941,119.36533203125 32.2343936218691,119.3037109375 32.2061709656191,119.252197265625 32.2000186218691,119.12919921875 32.2285342468691,119.0787109375 32.2327334656191,119.02783203125 32.2213076843691,118.96337890625 32.1877627624941,118.90966796875 32.1738955749941,118.7802734375 32.1911074890566,118.689453125 32.0624453796816,118.61484375 31.9900088562441,118.534765625 31.8844668640566,118.4986328125 31.8512637390566,118.426171875 31.7244815124941,118.4150390625 31.6997744812441,118.40380859375 31.6232363953066,118.379638671875 31.5561709656191,118.316015625 31.4713076843691,118.3021484375 31.4383486999941,118.324462890625 31.3710391296816,118.31513671875 31.3080508484316,118.296630859375 31.2973819031191,118.2201171875 31.2911319031191,118.15595703125 31.2591494812441,118.060546875 31.2332217468691,118.0404296875 31.2333438171816,118.02783203125 31.2436709656191,118.01416015625 31.2376162781191,117.9958984375 31.2086123718691,117.988671875 31.1228213562441,117.952734375 31.0935733093691,117.90712890625 31.0876651062441,117.8568359375 31.1409365906191,117.83935546875 31.1436709656191,117.80751953125 31.1343936218691,117.76650390625 31.0921084656191,117.76806640625 31.0066592468691,117.73203125 30.8744570984316,117.697265625 30.8037295593691,117.608642578125 30.7801455749941,117.537109375 30.7408389343691,117.466064453125 30.7262637390566,117.42919921875 30.7024600281191,117.32666015625 30.6947695984316))
2	Amazonas	ne_rivers		river_rank1	rivers	CO;BR;PE	MULTILINESTRING((-58.31591796875 -3.21184661250588,-58.47509765625 -3.15706145625589,-58.502734375 -3.15960051875588,-58.5507080078125 -3.19026458125589,-58.591552734375 -3.23147551875589,-58.635498046875 -3.32439544063088,-58.6599609375 -3.34075286250588,-58.6890625 -3.34231536250589),(-54.525146484375 -2.44036223750588,-54.57451171875 -2.45037200313088,-54.6361572265625 -2.44475676875588,-54.677001953125 -2.41228606563088,-54.699072265625 -2.36126067500588,-54.704443359375 -2.29949309688088,-54.6998046875 -2.27151458125589,-54.673193359375 -2.22478606563088,-54.673779296875 -2.20037200313088,-54.6927978515625 -2.17351653438088,-54.753955078125 -2.13543059688088,-54.819921875 -2.11394622188088,-54.87939453125 -2.07756926875588,-54.912158203125 -2.07307708125589,-54.946630859375 -2.08108489375589,-54.9763671875 -2.09846770625589,-55.0431396484375 -2.18684661250589,-55.09013671875 -2.19793059688088,-55.32861328125 -2.12712981563088,-55.405810546875 -2.01775481563088,-55.429638671875 -1.99675872188088,-55.514892578125 -1.94954192500589),(-52.711767578125 -1.58381926875589,-52.765234375 -1.59475676875589,-52.85078125 -1.59866301875589,-52.9275390625 -1.62014739375589,-52.9849609375 -1.66018645625589,-53.036962890625 -1.71878020625589,-53.0685302734375 -1.74089934688088,-53.217333984375 -1.81184661250589,-53.3383056640625 -1.82146575313088,-53.43798828125 -1.85501067500589,-53.710302734375 -1.89739348750588,-53.77939453125 -1.91799895625589,-53.911962890625 -1.98567473750589,-54.0349609375 -2.07830169063088,-54.056640625 -2.10955169063088,-54.066162109375 -2.15129973750588,-54.06279296875 -2.28450286250589,-54.073876953125 -2.32991301875589,-54.130859375 -2.36116301875589,-54.192431640625 -2.38069426875589,-54.30078125 -2.39016692500589,-54.525146484375 -2.44036223750588),(-54.143603515625 -2.24504973750588,-54.128857421875 -2.23552825313088,-54.135595703125 -2.18313567500589,-54.127783203125 -2.14827239375589,-54.103857421875 -2.10344817500588,-54.1034423828125 -2.03630950313088,-54.08837890625 -2.01848723750588,-54.03466796875 -1.99592864375589,-54.002783203125 -1.95003020625589,-53.952197265625 -1.92913176875588,-53.850927734375 -1.90920989375589,-53.7897216796875 -1.92317473750589),(-72.47587890625 -3.48098723750589,-72.6484375 -3.44876067500589,-72.8370849609375 -3.44866301875588,-72.88720703125 -3.47542083125589,-73.0271484375 -3.51008880000589,-73.0507080078125 -3.52214934688088,-73.1010009765625 -3.57976653438088,-73.2225830078125 -3.68264739375589,-73.242236328125 -3.71135833125588,-73.247998046875 -3.75344817500589,-73.2369140625 -3.76907317500589,-73.19658203125 -3.78108489375589,-73.187548828125 -3.79973723750588,-73.1904296875 -3.84197356563088,-73.213916015625 -3.90349700313088,-73.213916015625 -3.92595794063088,-73.17138671875 -3.99578215938088,-73.1688720703125 -4.04006926875589,-73.177783203125 -4.08381926875589,-73.19560546875 -4.11956145625588,-73.235693359375 -4.14544036250588,-73.28662109375 -4.13850676875589,-73.34248046875 -4.09895598750589,-73.366796875 -4.10735442500588,-73.372900390625 -4.13020598750589,-73.36240234375 -4.20769622188088,-73.375341796875 -4.22854583125589,-73.454443359375 -4.30022551875588,-73.45927734375 -4.32268645625588,-73.4408447265625 -4.37932708125588,-73.4440185546875 -4.40545012813088,-73.453369140625 -4.42131926875588,-73.488623046875 -4.44485442500589),(-70.90048828125 -3.95999114375589,-71.033740234375 -3.99202239375589,-71.110400390625 -3.99382903438088,-71.177099609375 -3.96111419063088,-71.198291015625 -3.89290130000589,-71.2208984375 -3.87239348750589,-71.288427734375 -3.85491301875588,-71.433642578125 -3.86638762813088,-71.470556640625 -3.85881926875588,-71.523681640625 -3.82551848750589,-71.59912109375 -3.74758880000589,-71.673828125 -3.72903411250589,-71.7284423828125 -3.63215911250589,-71.733251953125 -3.41253020625588,-71.7594482421875 -3.36712005000588,-71.80810546875 -3.34133880000589,-71.866796875 -3.34133880000589,-72.0564453125 -3.45979583125589,-72.231689453125 -3.51077239375589,-72.286865234375 -3.51643645625589,-72.47587890625 -3.48098723750589),(-55.514892578125 -1.94954192500589,-55.5719482421875 -1.91716887813088,-55.6361572265625 -1.90803801875589,-55.662939453125 -1.91692473750588,-55.768896484375 -1.98211028438088,-55.94462890625 -2.00383880000588,-56.0205078125 -2.00383880000588,-56.052197265625 -2.01350676875589,-56.1279296875 -2.08352630000589,-56.191748046875 -2.16243255000589,-56.36142578125 -2.27766692500589,-56.47265625 -2.42351653438088,-56.519140625 -2.51223723750589,-56.6365234375 -2.57112395625589,-56.72333984375 -2.58928801875588,-56.7955078125 -2.58562590938088,-56.8904296875 -2.56047942500588,-56.96884765625 -2.51614348750589,-57.002880859375 -2.50911223750589,-57.12998046875 -2.53167083125588,-57.165283203125 -2.56087005000589,-57.1900390625 -2.56545989375589,-57.300537109375 -2.50129973750589,-57.407275390625 -2.40920989375589,-57.4880859375 -2.38323333125588,-57.53828125 -2.39114348750589,-57.572021484375 -2.41751067500589,-57.597705078125 -2.45720794063088,-57.6806640625 -2.62981536250588,-57.77080078125 -2.70510833125589,-57.80693359375 -2.75212981563088,-57.8405029296875 -2.76946380000588,-58.05380859375 -2.83977630000588,-58.110595703125 -2.87957122188088,-58.146826171875 -2.93879973750589,-58.155029296875 -3.01223723750589,-58.17978515625 -3.07649505000589,-58.191259765625 -3.15496184688088,-58.2080078125 -3.19597747188088,-58.237158203125 -3.21550872188088,-58.2745849609375 -3.21907317500589,-58.31591796875 -3.21184661250588),(-67.932373046875 -3.10808684688088,-67.924560546875 -3.26165130000588,-67.9419921875 -3.30374114375589,-67.971435546875 -3.33626067500589,-68.0089599609375 -3.34734465938088,-68.089697265625 -3.33157317500589,-68.248388671875 -3.32683684688088,-68.351416015625 -3.29338958125588,-68.488037109375 -3.35003020625588,-68.536962890625 -3.35271575313088,-68.562744140625 -3.33196380000588,-68.583740234375 -3.32903411250588,-68.606494140625 -3.33196380000588,-68.63232421875 -3.35003020625588,-68.833251953125 -3.40422942500588,-68.938818359375 -3.39895598750589,-69.0650390625 -3.40935637813088,-69.32841796875 -3.50129973750589,-69.3514892578125 -3.53206145625589,-69.39501953125 -3.65803801875589,-69.422216796875 -3.70686614375589,-69.40966796875 -3.76433684688088,-69.416357421875 -3.82112395625589,-69.3986083984375 -3.89641692500588,-69.3984375 -3.93572356563088,-69.4392578125 -4.01067473750588,-69.5044921875 -4.08684661250588,-69.494140625 -4.11331145625589,-69.4222900390625 -4.14827239375589,-69.41015625 -4.18523528438088,-69.4375 -4.22102630000589,-69.531103515625 -4.28435637813088,-69.562744140625 -4.31511809688088,-69.6046630859375 -4.33674895625589,-69.753857421875 -4.36956145625588,-69.927099609375 -4.32854583125588,-69.9435302734375 -4.31008880000589,-69.965673828125 -4.23626067500588,-70.0109375 -4.15496184688088,-70.061279296875 -4.10696380000589,-70.162451171875 -4.05535247188088,-70.189208984375 -4.02874114375588,-70.217626953125 -3.92483489375589,-70.2416259765625 -3.89065520625589,-70.311865234375 -3.82913176875589,-70.350341796875 -3.81575286250589,-70.378466796875 -3.81878020625588,-70.4392578125 -3.86760833125588,-70.4650390625 -3.87859465938088,-70.587646484375 -3.86150481563088,-70.6259033203125 -3.86819426875589,-70.798583984375 -3.93557708125589,-70.90048828125 -3.95999114375589),(-65.760986328125 -2.60295989375588,-65.773876953125 -2.56414153438088,-65.8002197265625 -2.53450286250589,-65.947119140625 -2.45647551875588,-65.982470703125 -2.45559661250589,-66.0270263671875 -2.46809661250589,-66.06796875 -2.49514739375589,-66.140966796875 -2.43670012813088,-66.181005859375 -2.42400481563088,-66.211669921875 -2.44451262813088,-66.247412109375 -2.53254973750589,-66.298193359375 -2.56755950313088,-66.329638671875 -2.56184661250589,-66.371923828125 -2.53128020625589,-66.411181640625 -2.46829192500589,-66.441162109375 -2.44426848750588,-66.51923828125 -2.42044036250589,-66.560595703125 -2.42327239375588,-66.590380859375 -2.44036223750588,-66.602294921875 -2.46404387813088,-66.608154296875 -2.54705169063088,-66.599853515625 -2.60598723750589,-66.6083984375 -2.64290130000589,-66.630908203125 -2.67092864375589,-66.662646484375 -2.69045989375589,-66.73876953125 -2.70818450313088,-66.84697265625 -2.68938567500588,-66.9518310546875 -2.72991301875588,-66.9864990234375 -2.73372161250589,-67.017138671875 -2.71878020625589,-67.092041015625 -2.65642669063088,-67.2098876953125 -2.64895598750589,-67.228125 -2.64006926875588,-67.2731201171875 -2.58562590938088,-67.348486328125 -2.58049895625588,-67.37255859375 -2.59050872188088,-67.391455078125 -2.61150481563088,-67.4275390625 -2.68621184688088,-67.4677734375 -2.73372161250589,-67.49072265625 -2.74968840938088,-67.5328125 -2.76301848750589,-67.6189453125 -2.77200286250589,-67.755859375 -2.82537200313088,-67.817626953125 -2.86770598750589,-67.847265625 -2.90042083125589,-67.895458984375 -2.97698333125588,-67.928076171875 -3.05501067500589,-67.932373046875 -3.10808684688088),(-64.5756103515625 -3.39812590938088,-64.648291015625 -3.34221770625588,-64.670458984375 -3.30862395625589,-64.737890625 -3.26043059688088,-64.8013671875 -3.17971770625589,-64.843359375 -3.14104583125588,-64.9528076171875 -3.07097747188088,-64.9938232421875 -3.05706145625588,-65.014892578125 -3.03850676875588,-65.067626953125 -2.97234465938088,-65.120947265625 -2.93596770625588,-65.1527587890625 -2.88723723750589,-65.18564453125 -2.87004973750588,-65.208984375 -2.79670989375589,-65.234375 -2.76653411250588,-65.2919189453125 -2.74153411250589,-65.3779296875 -2.72786223750589,-65.448046875 -2.68743255000588,-65.469677734375 -2.65789153438088,-65.474365234375 -2.60930755000588,-65.490576171875 -2.59148528438088,-65.53955078125 -2.58855559688088,-65.6609375 -2.62053801875588,-65.710791015625 -2.61907317500588,-65.760986328125 -2.60295989375588),(-63.177294921875 -4.03518645625589,-63.18583984375 -3.96438567500589,-63.199560546875 -3.94890715938088,-63.359619140625 -3.91585051875589,-63.532958984375 -3.84490325313088,-63.591357421875 -3.84846770625589,-63.694091796875 -3.88079192500588,-63.7430908203125 -3.87044036250589,-63.808935546875 -3.83879973750588,-63.907568359375 -3.83098723750588,-63.9794189453125 -3.79802825313088,-63.99638671875 -3.76555755000588,-64.018017578125 -3.75491301875589,-64.019873046875 -3.74690520625589,-64.048681640625 -3.73601653438088,-64.1063720703125 -3.73381926875588,-64.199560546875 -3.69563567500589,-64.285888671875 -3.62639739375588,-64.362109375 -3.58220794063088,-64.419189453125 -3.56545989375589,-64.453466796875 -3.53401458125589,-64.51083984375 -3.41409270625589,-64.529296875 -3.40300872188088,-64.5756103515625 -3.39812590938088),(-58.6890625 -3.34231536250589,-58.749072265625 -3.33367278438088,-58.843798828125 -3.34866301875589,-58.909033203125 -3.32747161250589,-58.962890625 -3.28792083125589,-58.9847900390625 -3.26018645625588,-59.0283203125 -3.24456145625588,-59.0731689453125 -3.23919036250588,-59.14658203125 -3.24661223750589,-59.28037109375 -3.22210051875588,-59.3748046875 -3.16604583125589,-59.470751953125 -3.15056731563088,-59.549609375 -3.11052825313088,-59.614111328125 -3.10808684688088,-59.6847412109375 -3.07073333125588,-59.7783203125 -3.07195403438088,-59.887548828125 -3.09929778438088,-59.90380859375 -3.11419036250588,-59.90634765625 -3.13128020625588,-59.89609375 -3.18523528438088,-59.924609375 -3.21233489375588),(-59.924609375 -3.21233489375588,-59.98251953125 -3.26077239375589,-60.16513671875 -3.33674895625589,-60.21240234375 -3.33416106563088,-60.268310546875 -3.29729583125588,-60.3169921875 -3.29045989375588,-60.581884765625 -3.34329192500589,-60.69140625 -3.32795989375589,-60.713720703125 -3.34475676875589,-60.7472412109375 -3.42937590938088,-60.811767578125 -3.48455169063088,-60.851171875 -3.55657317500588,-60.913818359375 -3.60857512813088,-60.9510986328125 -3.61785247188088,-61.0402099609375 -3.59514739375588,-61.1886474609375 -3.58987395625589,-61.2505859375 -3.61116301875589,-61.3251220703125 -3.60696380000589,-61.4022705078125 -3.61589934688088,-61.56689453125 -3.72966887813088,-61.5966064453125 -3.77473723750589,-61.62158203125 -3.79094817500588,-61.663330078125 -3.85637786250588,-61.8125 -3.92092864375589,-61.8501953125 -3.95305755000588,-61.878173828125 -3.96272551875589,-61.909423828125 -3.96272551875589,-61.9691650390625 -3.94583098750589,-62.0439453125 -3.87893645625589,-62.0765869140625 -3.85920989375589,-62.07822265625 -3.85110442500589,-62.324951171875 -3.73977630000589,-62.38818359375 -3.69475676875588,-62.410498046875 -3.69475676875588,-62.43076171875 -3.71502044063088,-62.438330078125 -3.74089934688088,-62.437548828125 -3.79485442500588,-62.44443359375 -3.81975676875588,-62.46240234375 -3.83772551875589,-62.62314453125 -3.88870208125589,-62.78525390625 -3.89153411250588,-62.834814453125 -3.91521575313088,-62.97021484375 -4.01008880000589,-62.972021484375 -4.01809661250589,-63.09580078125 -4.07864348750589,-63.1171875 -4.08074309688088,-63.1688720703125 -4.05779387813088,-63.177294921875 -4.03518645625589))
