id	title	name_src	variants	type	aat_type	ccodes	lon	lat	min	max
146	Βόλος (Bolos)	ali-pasha		province	provinces	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.933333	39.366667	1780	1820
147	Δερόπολη (Deropolē)	ali-pasha	Δρόπολη	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.233333	39.983333	1780	1820
148	Καλαρρύτες (Kalarrytes)	ali-pasha	Καλιάρι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.116667	39.583333	1780	1820
149	Καλπάκι (Kalpaki)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.626111	39.886111	1780	1820
150	Κολωνία (Kolōnia)	ali-pasha	Κολώνα, Κολιώνια	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	6.952778	50.936389	1780	1820
151	Λεσκοβίκι (Leskobiki)	ali-pasha	Λοσκιβίκι	subdistrict	districts	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.6	40.15	1780	1820
152	Λεχία (Lechia)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20	52	1780	1820
153	Λιβάδι Όλύμπου (Libadi Olympou)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.1575	40.126667	1780	1820
154	Λονδίνο (Londino)	ali-pasha	Λόνδρα, Λόντρα, Londra	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	-0.1275	51.507222	1780	1820
155	Μπαμπά (Mpampa)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.531111	39.858889	1780	1820
156	Μπίχλιστα (Mpichlista)	ali-pasha	Πεχλίστα	subdistrict	districts	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.99	40.6275	1780	1820
157	Μπογδανία (Mpogdania)	ali-pasha	Μπογτανιά, Πογδανία, Πογτανία, Μολδαβία	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	28.58333	47.25	1780	1820
158	Ὄπαρη (Oparē)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
159	Πούντα (Pounta)	ali-pasha	Πόντα, Μπούντα	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.768	38.953	1780	1820
160	Σουγετλί (Sougetli)	ali-pasha	Σουγιουτλί	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.466944	39.566944	1780	1820
161	Σούμλιον (Soumlion)	ali-pasha	Σούμλα, Σιούμλα	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	26.933333	43.283333	1780	1820
162	Τσεκουράτι (Tsekourati)	ali-pasha	Τζεκουράτι, Τζικουράτι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.623997	39.312364	1780	1820
163	Άρμένης (Armenēs)	ali-pasha	Άρμένιος, Άρμένος	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	44.50349	40.1772	1780	1820
164	Αυστρία (Austria)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	13.333333	47.333333	1780	1820
165	Βιέννη (Biennē)	ali-pasha	Βγένα, Βιέννα, Vienna	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	16.366667	48.2	1780	1820
166	Βουκουρέστι (Boukouresti)	ali-pasha	Μπουκορέστι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	26.103889	44.4325	1780	1820
167	Γορίτσα (Goritsa)	ali-pasha	Γοριτζά, Γόριτζα	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.567284	39.273856	1780	1820
168	Λάμαρη (Lamarē)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.598611	39.2325	1780	1820
169	Μακεδονίαμακεδονικός (Makedoniamakedonikos)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22	41	1780	1820
170	Μοσχόπολη (Moschopolē)	ali-pasha	Βοσκόπολη	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.590278	40.633333	1780	1820
171	Παρνασσίδος (Parnassidos)	ali-pasha		province	provinces	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.323141	39.093801	1780	1820
172	Πλαγιά (Plagia)	ali-pasha	Μπλαγιά	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.739768	38.798413	1780	1820
173	Πλάτανος (Platanos)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.76408	39.171238	1780	1820
174	Πλιάσσα (Pliassa)	ali-pasha	Πλιάσσες, Πλιάκα, Πλάσα	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.843103	40.686821	1780	1820
175	Πρέσπα (Prespa)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.019701	40.912516	1780	1820
176	Σαμαρίνα (Samarina)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.066667	40.1	1780	1820
177	Τεριχάτες (Terichates)	ali-pasha	Τεριαχάτι, Τεριαχάτες, Τερεχάτες, Τεργιαχάτες	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.217222	39.986667	1780	1820
178	Τζιγότι (Tzigoti)	ali-pasha	 Μεγάλο Τρανό	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.077016	39.643028	1780	1820
179	Φανάρι (Phanari)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.801	39.4095	1780	1820
180	Φλώρινα (Phlōrina)	ali-pasha		province	provinces	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.4	40.783333	1780	1820
181	Άβδέλλα (Abdella)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.133333	40.016667	1780	1820
182	Άντάς (Antas)	ali-pasha	Άντά καλεσί, Άντακιόσι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.455556	44.716111	1780	1820
183	Άρβανιτιά (Arbanitia)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.796667	37.569837	1780	1820
184	Γκριτζόβαλη (Nkritzobalē)	ali-pasha	Γκριτζόβα, Γκριτζιόβα, Κορτζιόβαλη	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.235697	39.815379	1780	1820
185	Δερβιτσάνη (Derbitsanē)	ali-pasha	Δερβιτζάνη, Τερβιτσάνη, Δελβιτζάνη, Ντερβίσιανη	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.173333	40.0325	1780	1820
186	Έλληνες (Ellēnes)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
187	Ηγουμενίτσα (Ēgoumenitsa)	ali-pasha	Γουμενίτζα, Γουμινίτζα	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.266667	39.483333	1780	1820
188	Θυάμιδος (Thyamidos)	ali-pasha		province	provinces	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.142222	39.586667	1780	1820
189	Ἰωάννινα (Iōannina)	ali-pasha	passim	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
190	Καβάγια (Kabagia)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	19.561944	41.184167	1780	1820
191	Λάκκα (Lakka)	ali-pasha	Λακκιά	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.713319	39.415348	1780	1820
192	Λιούζνια (Liouznia)	ali-pasha	Λιούσνια, Λούσνια, Λούζνια	subdistrict	districts	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
193	Μουζακιά (Mouzakia)	ali-pasha	Μουζεκιά, Μουζεκές	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.666667	39.433333	1780	1820
194	Μπουδουνίτζα (Mpoudounitza)	ali-pasha	Μπουντουνίτζα, Μπουδονίτζα, Πουτουνίτζα, Πουτινίτζα, Βοδονίτσα	subdistrict	districts	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.594801	38.940855	1780	1820
195	Μπουνίλα (Mpounila)	ali-pasha	Μπουινίλα	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
196	Μπουχούνιστα (Mpouchounista)	ali-pasha	Μποχούνιστα, Boghounista	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.84195	39.55982	1780	1820
197	Πλαταμώνας (Platamōnas)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.625	39.99	1780	1820
198	Πλιανεσνίκι (Plianesniki)	ali-pasha	Πλανσινίκι, Πλιανισνίκο, Πλασνενίκο, Πελανεσνίκο	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	19.9153	40.6947	1780	1820
199	Ραδοβίζι (Radobizi)	ali-pasha	Ραδοβίστι, Ραντοβίστι, Ρατοβίζι, Ρεδοβίζι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.573821	39.614656	1780	1820
200	Σβέτζια (Sbetzia)	ali-pasha	Σφέτζος	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	15	62	1780	1820
201	Σέπερη (Seperē)	ali-pasha	Σκέπερη	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.305833	40.171389	1780	1820
202	Σουβάλα (Soubala)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.531667	38.640278	1780	1820
203	Τόζιαρη (Toziarē)	ali-pasha	Τότσιαρη	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.339	40.338	1780	1820
204	Τομορίτσα (Tomoritsa)	ali-pasha	Τομορίτζα, Τομουρίτζα	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.133333	40.7	1780	1820
205	Τσιγκέλι (Tsinkeli)	ali-pasha	Τζιγκέλι, Τζεγκελή	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.828375	39.194923	1780	1820
206	Φθιώτιδος (Phthiōtidos)	ali-pasha		province	provinces	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.533333	38.9	1780	1820
207	Άλγέρι (Algeri)	ali-pasha	Τζεζαΐρι, Cezayir	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	3.058889	36.753889	1780	1820
208	Βοΐου (Boiou)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.084	40.225	1780	1820
209	Δαμάσι (Damasi)	ali-pasha	Τζαμάσι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.186667	39.711667	1780	1820
210	Δελβινάκι (Delbinaki)	ali-pasha	Δελβενάκι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.466667	39.933333	1780	1820
211	Δεσνίτζα (Desnitza)	ali-pasha	Ντισνίτζα, Τισνίτζα	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
212	Δομοκός (Domokos)	ali-pasha	Ντεμεκέν, Ντεμικέ	province	provinces	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.3	39.133333	1780	1820
213	Δυρράχιο (Dyrrachio)	ali-pasha	Ντούρεσι, Ντούρουζι, Ντράιζι, Ντράζι, Τράφ, Dradj, Draji	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	19.45	41.316667	1780	1820
214	Έλευθεροχώρι (Eleutherochōri)	ali-pasha	Λευθεροχώρι, Λευτεροχώρι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.456111	38.763611	1780	1820
215	Ζαγόρια (Zagoria)	ali-pasha	Ζαγουρά	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.26169	39.866667	1780	1820
216	Ζίτσα (Zitsa)	ali-pasha	Ζίτζα	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.65	39.75	1780	1820
217	Καραλάρι (Karalari)	ali-pasha	Καραλάρ	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.21253	39.24655	1780	1820
218	Καρατζόβα (Karatzoba)	ali-pasha	Καρατζιόβα, Καραντζόβα	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.05	40.966667	1780	1820
219	Κηπαρό (Kēparo)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	19.829167	40.0525	1780	1820
220	Κλεισούρα (Kleisoura)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.470278	40.682033	1780	1820
221	Κοζάρα (Kozara)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
222	Κολινδρός (Kolindros)	ali-pasha	Κολιντρός	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.485556	40.478611	1780	1820
223	Κουτζι (Koutzi)	ali-pasha	Κούτσι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
224	Λεκντήσι (Lekntēsi)	ali-pasha	Λεκντούσι, Λεκητούσι, Λεκοντούσι, Λεκοντούζι, Λεκατέσι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
225	Λίππα (Lippa)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.746428	39.470928	1780	1820
226	Λιτόχωρο (Litochōro)	ali-pasha	Λιτοχώρι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.5	40.1	1780	1820
227	Μαυρονόρος (Mauronoros)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.53981	39.85744	1780	1820
228	Μουτζουράκι (Moutzouraki)	ali-pasha	Μουντζοράκι, Μουντζουράκι, Μοζοράκι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.919176	38.891981	1780	1820
229	Μπόρσι (Mporsi)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	19.851283	40.056026	1780	1820
230	Μύτικας (Mytikas)	ali-pasha	Μύτκα	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.358889	40.085833	1780	1820
231	Νέμιτσα (Nemitsa)	ali-pasha	Νέμιτζα, Νίμιτζα, Λίμιτσα	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.60897	39.31031	1780	1820
232	Νίβανη (Nibanē)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	28.348611	49.091111	1780	1820
233	ζηρομέρου (zēromerou)	ali-pasha		province	provinces	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.083333	38.533333	1780	1820
234	Πάτελι (Pateli)	ali-pasha	Μπάτελε	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.748878	40.725856	1780	1820
235	Πεταλάς (Petalas)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.094119	38.413492	1780	1820
236	Πλάτανος Κραβάρων (Platanos Krabarōn)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.898333	38.679722	1780	1820
237	Πόποβο (Popobo)	ali-pasha	Πέποβο	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.570278	39.487222	1780	1820
238	Ρεντίνα (Rentina)	ali-pasha	Ρενδίνα, Ρετίνα	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.978889	39.063056	1780	1820
239	Σαγιάδα (Sagiada)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.183333	39.633333	1780	1820
240	Στερεά Ελλάδα (Sterea Ellada)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.7152	38.6044	1780	1820
241	Στρεβίνα (Strebina)	ali-pasha	Στραβίνα, Στριβίνα	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.900747	39.217045	1780	1820
242	Τσαρίτσανη (Tsaritsanē)	ali-pasha	Τζαρίτζανη, Τζερίτζανη	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.228333	39.881667	1780	1820
243	Φουρνάς (Phournas)	ali-pasha	Φουριά	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.883333	39.066667	1780	1820
244	Φράρι (Phrari)	ali-pasha	Φανάρι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	12.326111	45.436667	1780	1820
245	Άγια (Agia)	ali-pasha	Άγυιά, Aja	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.361667	39.309167	1780	1820
246	Άγιοι Σαράντα (Agioi Saranta)	ali-pasha	Σαράντες	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.01	39.875	1780	1820
247	Άρδάνι (Ardani)	ali-pasha	Ἄρδανο	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.783333	39.633333	1780	1820
248	Βαγκαλάτες (Bankalates)	ali-pasha	Βαγαλάτες, Βαλαγιάτες, Βακαλάτες, Βαγαλιάτι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.079444	39.941944	1780	1820
249	Βελέσι (Belesi)	ali-pasha	Βελές παζάρ	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.948375	39.229649	1780	1820
250	Βελεστίνο (Belestino)	ali-pasha	Άλεστίνο	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.744167	39.381111	1780	1820
251	Βέρτζα (Bertza)	ali-pasha	Βέρφα	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
252	Βράιλα (Braila)	ali-pasha	Ίπράίλι, Ίμπράίλι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	27.957472	45.269194	1780	1820
253	Γκέγκηδες (Nkenkēdes)	ali-pasha	Γκέκηδες	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
254	Γκορνίτζοβο (Nkornitzobo)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.689722	40.785	1780	1820
255	Δαλματία (Dalmatia)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	16.2188	43.8128	1780	1820
256	Δαρδανέλια (Dardanelia)	ali-pasha	Dardanelli, Τζανάκ καλεσί	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	26.4	40.2	1780	1820
257	Δερελί (Dereli)	ali-pasha	Ντερελί, Τερελί	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	22.466667	39.866667	1780	1820
258	Δράμα (Drama)	ali-pasha	Τράμα, Ντράμα	province	provinces	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	24.133333	41.15	1780	1820
259	Δρένοβα (Drenoba)	ali-pasha	Δρένοβο, Ντρένοβα	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	19.956461	40.679034	1780	1820
260	Δρυμάδες (Drymades)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
261	Ζάλογγο (Zalongo)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.671026	39.134248	1780	1820
262	Ζαραβίνα (Zarabina)	ali-pasha	Ζαροβίνα, Ζιαραβίνα	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.539167	39.914444	1780	1820
263	Ζουλιάτι (Zouliati)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	19.987242	40.120662	1780	1820
264	Ζουπάνι (Zoupani)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	0	0	1780	1820
265	Κακοπλεύρι (Kakopleuri)	ali-pasha		settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.435	39.828056	1780	1820
266	Κατράνιτζα (Katranitza)	ali-pasha	Κατράνιτσα	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	21.834707	40.668881	1780	1820
267	Κονιδάρι (Konidari)	ali-pasha	Κονιδιάρι	settlement	inhabited places	["GR","AL","TR","MK","BG","IT","AT","RU","RO"]	20.88256	38.784886	1780	1820
